CONTIG	POS	CHR	MALE_POS	FEMALE_POS
LG6	8623024	6	48.635	54.486
LG6	8623975	6	48.635	54.486
LG6	8629249	6	48.741	54.486
LG6	8629605	6	48.848	54.593
LG6	8629644	6	48.848	54.593
LG6	8629646	6	48.848	54.593
LG6	8629688	6	48.955	54.593
LG6	8690760	6	48.955	54.700
LG6	8694217	6	49.061	55.021
LG6	8712896	6	49.061	55.021
LG6	8719656	6	49.061	55.021
LG6	8802154	6	49.382	55.557
LG6	8844232	6	49.382	55.557
LG6	8893376	6	49.382	55.663
LG6	8933562	6	49.382	55.770
LG6	8933576	6	49.382	55.877
LG6	8987601	6	49.489	55.877
LG6	9002086	6	49.596	55.877
LG6	9068549	6	49.596	55.983
LG6	9078873	6	49.702	55.983
LG6	9083466	6	49.702	55.983
LG6	9085117	6	49.702	55.983
LG6	9109617	6	49.809	55.983
LG6	9123774	6	49.809	55.983
LG6	9127098	6	49.916	56.090
LG6	9127135	6	50.130	56.197
LG6	9138551	6	50.130	56.197
LG6	9238636	6	50.130	56.411
LG6	9253268	6	50.130	56.624
LG6	9295644	6	50.130	56.624
LG6	9307791	6	50.236	56.624
LG6	9307801	6	50.236	56.624
LG6	9314284	6	50.236	56.624
LG6	9356219	6	50.343	56.731
LG6	9382076	6	50.343	56.731
LG6	9383661	6	50.343	56.731
LG6	9398720	6	50.343	56.838
LG6	9411472	6	50.557	56.838
LG6	9411475	6	50.557	56.838
LG6	9411496	6	50.557	56.838
LG6	9442745	6	50.557	56.838
LG6	9442779	6	50.557	56.838
LG6	9458228	6	50.557	56.838
LG6	9458479	6	50.557	56.838
LG6	9458482	6	50.557	56.838
LG6	9471741	6	50.663	56.944
LG6	9477404	6	50.877	56.944
LG6	9495553	6	50.877	57.051
LG6	9513533	6	50.984	57.158
LG6	9514003	6	50.984	57.158
LG6	9583616	6	50.984	57.479
LG6	9602970	6	50.984	57.585
LG6	9624021	6	50.984	57.585
LG6	9631517	6	51.305	57.585
LG6	9685047	6	51.305	57.585
LG6	9685467	6	51.305	57.585
LG6	9685481	6	51.305	57.585
LG6	9685498	6	51.305	57.585
LG6	9701031	6	51.305	57.585
LG6	9708935	6	51.305	57.585
LG6	9742978	6	51.305	57.585
LG6	9742986	6	51.305	57.585
LG6	9746282	6	51.305	57.692
LG6	9799223	6	51.305	57.692
LG6	9806471	6	51.305	57.799
LG6	9813388	6	51.305	57.799
LG6	9813428	6	51.305	57.799
LG6	9821872	6	51.305	57.799
LG6	9876958	6	51.411	57.799
LG6	9876996	6	51.411	57.906
LG6	9884219	6	51.518	58.012
LG6	9893439	6	51.518	58.012
LG6	9910301	6	51.518	58.119
LG6	9931560	6	51.625	58.440
LG6	10013336	6	51.625	58.440
LG6	10036377	6	51.625	58.440
LG6	10039476	6	51.625	58.761
LG6	10063660	6	51.839	58.761
LG6	10172357	6	52.052	59.297
LG6	10348764	6	52.052	59.403
LG6	10362973	6	52.159	59.403
LG6	10366390	6	52.159	59.510
LG6	10367672	6	52.159	60.046
LG6	10433011	6	52.159	60.046
LG6	10433239	6	52.159	60.046
LG6	10433286	6	52.159	60.046
LG6	10437388	6	52.159	60.046
LG6	10474518	6	52.159	61.124
LG6	10476275	6	52.266	61.124
LG6	10500019	6	52.266	61.124
LG6	10500031	6	52.266	61.124
LG6	10531438	6	52.266	61.660
LG6	10557253	6	52.266	61.660
LG6	10557265	6	52.266	61.660
LG6	10557266	6	52.266	61.660
LG6	10595986	6	52.266	61.873
LG6	10651228	6	52.266	61.873
LG6	10695587	6	52.372	62.301
LG6	10884131	6	52.479	63.379
LG6	10942170	6	52.479	63.486
LG6	11047561	6	52.479	63.700
LG6	11047573	6	52.693	63.913
LG6	11047617	6	52.693	63.913
LG6	11047619	6	52.693	63.913
LG6	11073070	6	52.800	63.913
LG6	11118156	6	52.800	63.913
LG6	11121656	6	52.906	63.913
LG6	11148779	6	52.906	63.913
LG6	11191788	6	53.013	64.127
LG6	11198744	6	53.013	64.127
LG6	11199991	6	53.120	64.234
LG6	11233481	6	53.120	64.770
LG6	11270713	6	53.226	64.770
LG6	11297126	6	53.226	64.770
LG6	11300131	6	53.226	64.983
LG6	11300143	6	53.226	64.983
LG6	11333631	6	53.226	64.983
LG6	11338607	6	53.226	64.983
LG6	11377479	6	53.226	65.197
LG6	11387988	6	53.226	65.197
LG6	11399020	6	53.226	65.197
LG6	11399047	6	53.226	65.304
LG6	11404078	6	53.226	65.304
LG6	11404085	6	53.226	65.410
LG6	11404914	6	53.226	65.517
LG6	11405770	6	53.226	65.517
LG6	11444148	6	53.440	66.053
LG6	11536749	6	53.440	66.053
LG6	11556244	6	53.440	66.160
LG6	11585867	6	53.440	66.160
LG6	11585888	6	53.440	66.160
LG6	11595152	6	53.440	66.266
LG6	11595172	6	53.440	66.266
LG6	11624135	6	53.440	66.266
LG6	11630960	6	53.440	66.587
LG6	11630970	6	53.440	66.587
LG6	11636564	6	53.440	66.587
LG6	11638420	6	53.440	66.587
LG6	11642588	6	53.547	66.801
LG6	11838088	6	53.654	67.229
LG6	11864058	6	53.654	67.229
LG6	11864066	6	53.654	67.336
LG6	11864071	6	53.654	67.336
LG6	11868464	6	53.654	67.336
LG6	11872602	6	53.654	67.550
LG6	11872786	6	53.654	67.656
LG6	11909825	6	53.654	67.763
LG6	11947736	6	53.760	67.977
LG6	11980593	6	53.760	67.977
LG6	12023299	6	53.760	67.977
LG6	12023311	6	53.760	67.977
LG6	12023313	6	53.760	67.977
LG6	12023314	6	53.760	67.977
LG6	12023319	6	53.760	67.977
LG6	12023362	6	53.760	67.977
LG6	12042561	6	53.760	67.977
LG6	12113530	6	53.867	68.083
LG6	12113678	6	53.974	68.083
LG6	12113697	6	53.974	68.083
LG6	12182978	6	53.974	68.083
LG6	12187570	6	53.974	68.083
LG6	12187574	6	53.974	68.083
LG6	12193271	6	53.974	68.083
LG6	12196822	6	53.974	68.083
LG6	12225538	6	53.974	68.190
LG6	12237009	6	54.080	68.404
LG6	12272746	6	54.080	68.511
LG6	12294046	6	54.080	68.511
LG6	12315620	6	54.080	68.831
LG6	12317667	6	54.080	68.831
LG6	12317668	6	54.080	68.831
LG6	12370742	6	54.080	68.938
LG6	12378957	6	54.080	68.938
LG6	12381510	6	54.080	68.938
LG6	12381563	6	54.080	68.938
LG6	12410047	6	54.080	69.690
LG6	12463754	6	54.080	69.904
LG6	12463755	6	54.080	69.904
LG6	12470849	6	54.080	69.904
LG6	12470856	6	54.080	69.904
LG6	12470883	6	54.080	70.117
LG6	12480422	6	54.080	70.117
LG6	12535006	6	54.080	70.117
LG6	12535072	6	54.080	70.117
LG6	12535108	6	54.080	70.117
LG6	12535111	6	54.080	70.117
LG6	12558328	6	54.080	70.117
LG6	12561213	6	54.080	70.117
LG6	12576330	6	54.080	70.117
LG6	12576361	6	54.080	70.117
LG6	12604973	6	54.080	70.117
LG6	12606813	6	54.080	70.117
LG6	12606820	6	54.080	70.117
LG6	12615690	6	54.080	70.117
LG6	12615691	6	54.080	70.117
LG6	12616449	6	54.080	70.331
LG6	12616568	6	54.080	70.331
LG6	12618015	6	54.080	70.438
LG6	12618066	6	54.187	70.438
LG6	12628285	6	54.187	70.438
LG6	12646290	6	54.187	70.544
LG6	12646295	6	54.187	70.544
LG6	12646308	6	54.187	70.544
LG6	12660363	6	54.187	70.973
LG6	12660406	6	54.294	70.973
LG6	12682404	6	54.294	70.973
LG6	12682412	6	54.294	70.973
LG6	12682423	6	54.294	70.973
LG6	12682439	6	54.294	70.973
LG6	12700073	6	54.294	71.186
LG6	12731019	6	54.401	71.830
LG6	12756510	6	54.401	71.937
LG6	12769825	6	54.401	72.365
LG6	12864119	6	54.401	72.472
LG6	12864121	6	54.401	72.472
LG6	12869310	6	54.507	72.686
LG6	12875600	6	54.507	72.686
LG6	12875763	6	54.507	72.686
LG6	12920907	6	54.507	72.686
LG6	12924912	6	54.507	72.792
LG6	12924963	6	54.507	72.792
LG6	12946800	6	54.507	72.792
LG6	12969856	6	54.614	73.006
LG6	13035481	6	54.614	73.113
LG6	13041198	6	54.614	73.113
LG6	13047542	6	54.614	73.219
LG6	13118005	6	54.614	73.648
LG6	13125976	6	54.614	73.754
LG6	13125986	6	54.614	73.754
LG6	13125990	6	54.614	73.754
LG6	13127320	6	54.614	73.754
LG6	13127324	6	54.614	73.861
LG6	13214989	6	54.614	74.289
LG6	13240752	6	54.614	74.396
LG6	13240777	6	54.614	74.503
LG6	13246364	6	54.614	74.503
LG6	13251340	6	54.614	74.503
LG6	13257138	6	54.721	74.610
LG6	13257225	6	54.721	74.716
LG6	13258030	6	54.827	75.145
LG6	13258059	6	54.827	75.251
LG6	13307598	6	54.827	75.465
LG6	13357389	6	54.827	75.465
LG6	13381037	6	54.827	75.465
LG6	13438001	6	54.827	75.679
LG6	13462385	6	54.827	75.785
LG6	13468998	6	54.827	75.785
LG6	13469046	6	54.827	75.785
LG6	13469055	6	54.827	75.892
LG6	13488282	6	54.827	75.892
LG6	13504646	6	54.827	76.106
LG6	13504655	6	54.827	76.106
LG6	13520309	6	54.934	76.642
LG6	13520630	6	54.934	76.642
LG6	13532173	6	54.934	76.748
LG6	13532197	6	54.934	76.748
LG6	13621888	6	54.934	77.069
LG6	13625219	6	55.041	77.069
LG6	13625222	6	55.041	77.069
LG6	13675105	6	55.041	77.176
LG6	13702335	6	55.041	77.283
LG6	13702340	6	55.041	77.283
LG6	13702347	6	55.041	77.283
LG6	13727252	6	55.041	77.389
LG6	13727260	6	55.041	77.389
LG6	13727297	6	55.041	77.496
LG6	13735058	6	55.148	77.817
LG6	13741747	6	55.148	78.031
LG6	13742769	6	55.148	78.352
LG6	13757293	6	55.148	78.887
LG6	13781220	6	55.148	78.994
LG6	13798287	6	55.254	78.994
LG6	13798971	6	55.254	79.101
LG6	13830597	6	55.254	79.101
LG6	13889243	6	55.254	79.315
LG6	13891687	6	55.254	79.528
LG6	13901669	6	55.361	79.528
LG6	13901670	6	55.361	79.528
LG6	13909652	6	55.361	79.635
LG6	13919662	6	55.361	79.956
LG6	13960563	6	55.361	80.063
LG6	14006809	6	55.361	80.169
LG6	14038776	6	55.361	80.169
LG6	14045673	6	55.361	80.169
LG6	14045686	6	55.361	80.169
LG6	14045760	6	55.361	80.169
LG6	14074475	6	55.361	80.383
LG6	14084591	6	55.361	80.490
LG6	14104633	6	55.361	80.490
LG6	14104635	6	55.361	80.490
LG6	14104643	6	55.361	80.918
LG6	14104644	6	55.361	80.918
LG6	14127967	6	55.361	81.132
LG6	14128096	6	55.361	81.132
LG6	14140516	6	55.361	81.132
LG6	14144359	6	55.361	81.132
LG6	14144387	6	55.361	81.132
LG6	14153062	6	55.361	81.668
LG6	14160096	6	55.468	81.881
LG6	14160113	6	55.468	81.881
LG6	14160142	6	55.468	81.988
LG6	14199856	6	55.468	81.988
LG6	14218529	6	55.468	82.309
LG6	14222415	6	55.468	82.630
LG6	14242986	6	55.468	82.736
LG6	14276168	6	55.468	83.057
LG6	14282829	6	55.468	83.271
LG6	14315350	6	55.468	83.271
LG6	14320404	6	55.468	83.699
LG6	14320442	6	55.468	83.699
LG6	14362032	6	55.468	84.020
LG6	14386509	6	55.575	84.127
LG6	14442232	6	55.575	84.234
LG6	14442241	6	55.575	84.234
LG6	14469294	6	55.575	84.447
LG6	14508742	6	55.575	84.447
LG6	14508759	6	55.575	84.447
LG6	14510996	6	55.575	84.447
LG6	14519733	6	55.575	84.983
LG6	14534781	6	55.575	84.983
LG6	14534786	6	55.575	85.197
LG6	14537433	6	55.575	85.197
LG6	14538746	6	55.575	85.518
LG6	14558836	6	55.575	85.838
LG6	14592527	6	55.575	85.945
LG6	14592562	6	55.575	85.945
LG6	14614969	6	55.575	85.945
LG6	14621759	6	55.575	85.945
LG6	14621776	6	55.575	85.945
LG6	14624142	6	55.575	85.945
LG6	14624168	6	55.575	85.945
LG6	14624174	6	55.575	86.052
LG6	14645973	6	55.575	86.159
LG6	14648021	6	55.575	86.265
LG6	14648030	6	55.575	86.265
LG6	14648043	6	55.575	86.265
LG6	14649445	6	55.575	86.265
LG6	14690183	6	55.575	86.694
LG6	14695697	6	55.681	86.800
LG6	14696333	6	55.681	87.014
LG6	14729895	6	55.681	87.335
LG6	14732463	6	55.681	87.335
LG6	14732465	6	55.681	87.335
LG6	14732509	6	55.681	87.442
LG6	14777358	6	55.681	88.085
LG6	14777364	6	55.681	88.192
LG6	14782773	6	55.681	88.192
LG6	14793914	6	55.788	88.192
LG6	14793921	6	55.788	88.192
LG6	14793922	6	55.788	88.192
LG6	14899964	6	55.788	88.192
LG6	14908823	6	55.788	88.192
LG6	14909700	6	55.788	88.406
LG6	14911480	6	55.788	88.406
LG6	14911486	6	55.895	88.513
LG6	14921919	6	55.895	88.513
LG6	14988001	6	55.895	88.833
LG6	15015077	6	55.895	88.833
LG6	15015403	6	55.895	88.833
LG6	15015426	6	55.895	88.833
LG6	15017802	6	55.895	88.940
LG6	15017811	6	55.895	89.154
LG6	15039579	6	55.895	89.154
LG6	15054512	6	55.895	89.475
LG6	15083650	6	55.895	89.475
LG6	15105212	6	55.895	89.903
LG6	15107797	6	55.895	90.117
LG6	15107798	6	55.895	90.117
LG6	15121539	6	55.895	90.223
LG6	15142740	6	55.895	91.084
LG6	15218358	6	55.895	91.512
LG6	15218360	6	55.895	91.940
LG6	15273240	6	55.895	92.047
LG6	15310844	6	55.895	92.260
LG6	15367039	6	55.895	92.260
LG6	15374868	6	55.895	92.260
LG6	15394400	6	55.895	92.260
LG6	15401147	6	55.895	92.581
LG6	15416941	6	55.895	92.688
LG6	15458988	6	55.895	92.688
LG6	15472993	6	55.895	92.688
LG6	15481533	6	55.895	92.902
LG6	15481566	6	55.895	92.902
LG6	15486394	6	55.895	93.008
LG6	15512214	6	56.001	93.115
LG6	15551823	6	56.001	93.222
LG6	15553687	6	56.001	93.329
LG6	15631732	6	56.001	93.435
LG6	15646934	6	56.001	94.079
LG6	15647397	6	56.001	94.186
LG6	15660101	6	56.001	94.507
LG6	15668575	6	56.001	94.720
LG6	15687102	6	56.001	94.827
LG6	15693894	6	56.001	94.827
LG6	15729501	6	56.001	94.934
LG6	15756211	6	56.001	94.934
LG6	15766564	6	56.001	94.934
LG6	15813926	6	56.001	95.578
LG6	15910007	6	56.001	95.578
LG6	15913128	6	56.001	95.578
LG6	15913137	6	56.001	95.684
LG6	15918098	6	56.001	95.791
LG6	15953634	6	56.001	95.898
LG6	15988193	6	56.001	95.898
LG6	16006609	6	56.001	96.005
LG6	16011419	6	56.001	96.433
LG6	16011431	6	56.001	96.433
LG6	16029462	6	56.001	96.433
LG6	16034146	6	56.001	96.433
LG6	16051220	6	56.001	96.433
LG6	16051233	6	56.001	96.540
LG6	16103025	6	56.001	96.540
LG6	16110853	6	56.001	96.646
LG6	16110889	6	56.001	96.967
LG6	16122175	6	56.001	96.967
LG6	16123143	6	56.001	97.181
LG6	16129939	6	56.001	97.181
LG6	16183183	6	56.001	97.181
LG6	16183191	6	56.001	97.502
LG6	16216714	6	56.001	97.608
LG6	16244506	6	56.001	97.608
LG6	16287206	6	56.001	97.822
LG6	16377197	6	56.001	97.929
LG6	16437398	6	56.001	97.929
LG6	16501380	6	56.001	98.142
LG6	16531816	6	56.001	98.249
LG6	16543957	6	56.001	98.356
LG6	16588425	6	56.001	98.356
LG6	16667935	6	56.001	98.356
LG6	16677987	6	56.001	98.356
LG6	16678005	6	56.001	98.356
LG6	16678764	6	56.001	98.356
LG6	16678791	6	56.001	98.463
LG6	16678812	6	56.001	98.463
LG6	16734835	6	56.001	98.463
LG6	16864376	6	56.001	98.783
LG6	16942964	6	56.001	98.783
LG6	16966952	6	56.001	98.783
LG6	17009516	6	56.001	98.783
LG6	17019433	6	56.001	98.783
LG6	17260955	6	56.001	98.783
LG6	17265573	6	56.001	98.783
LG6	17265623	6	56.001	98.890
LG6	17430748	6	56.001	98.890
LG6	17451186	6	56.001	99.104
LG6	17652538	6	56.001	99.104
LG6	17652541	6	56.001	99.104
LG6	17674095	6	56.001	99.211
LG6	17712075	6	56.001	99.211
LG6	18165300	6	56.001	99.211
LG6	18166394	6	56.001	99.211
LG6	18259137	6	56.001	99.211
LG6	18261824	6	56.001	99.211
LG6	18303154	6	56.001	99.211
LG6	18314971	6	56.001	99.211
LG6	18400424	6	56.137	99.211
LG6	18400429	6	56.137	99.211
LG6	18400451	6	56.285	99.211
LG6	18668044	6	56.285	99.211
LG6	18793218	6	56.285	99.211
LG6	18856673	6	56.285	99.211
LG7	255973	7	0.000	0.000
LG7	255988	7	0.000	0.204
LG7	255996	7	0.000	0.204
LG7	376363	7	0.675	0.340
LG7	376364	7	0.675	0.340
LG7	406581	7	0.675	0.340
LG7	411845	7	0.675	0.462
LG7	419040	7	0.791	0.462
LG7	429175	7	0.791	0.577
LG7	429268	7	0.791	0.577
LG7	463922	7	0.900	0.909
LG7	675075	7	0.900	1.016
LG7	675110	7	0.900	1.123
LG7	688902	7	1.328	1.338
LG7	721056	7	1.328	1.552
LG7	747597	7	1.328	1.660
LG7	747689	7	1.328	1.660
LG7	792783	7	1.328	1.660
LG7	852756	7	1.328	1.660
LG7	853596	7	1.328	1.660
LG7	875665	7	1.328	1.660
LG7	875700	7	1.328	1.766
LG7	880158	7	1.328	1.873
LG7	926619	7	1.328	2.087
LG7	951368	7	1.328	2.087
LG7	965596	7	1.328	2.087
LG7	967047	7	1.328	2.087
LG7	974778	7	1.328	2.408
LG7	1076561	7	1.328	2.621
LG7	1076577	7	1.328	2.621
LG7	1082803	7	1.328	2.621
LG7	1092599	7	1.328	2.728
LG7	1108629	7	1.328	2.835
LG7	1130792	7	1.328	3.155
LG7	1242045	7	1.328	3.691
LG7	1250557	7	1.328	3.905
LG7	1304362	7	1.328	3.905
LG7	1322368	7	1.328	3.905
LG7	1346216	7	1.328	4.012
LG7	1346225	7	1.328	4.012
LG7	1379843	7	1.328	4.012
LG7	1449202	7	1.328	4.012
LG7	1492032	7	1.328	4.012
LG7	1492052	7	1.328	4.012
LG7	1492057	7	1.328	4.012
LG7	1528252	7	1.328	4.012
LG7	1723288	7	1.328	4.012
LG7	1745292	7	1.328	4.012
LG7	1797069	7	1.328	4.012
LG7	1809379	7	1.328	4.012
LG7	2168751	7	1.328	4.012
LG7	2222655	7	1.328	4.012
LG7	2309828	7	1.328	4.012
LG7	2350828	7	1.328	4.119
LG7	2664526	7	1.328	4.225
LG7	2790162	7	1.328	4.332
LG7	2933295	7	1.328	4.439
LG7	2936899	7	1.328	4.439
LG7	2940515	7	1.328	4.439
LG7	3143687	7	1.328	4.545
LG7	3171658	7	1.328	4.545
LG7	3174722	7	1.328	4.545
LG7	3174725	7	1.328	4.545
LG7	3174776	7	1.328	4.545
LG7	3174789	7	1.328	4.545
LG7	3192444	7	1.328	4.652
LG7	3192462	7	1.328	4.652
LG7	3192495	7	1.328	4.652
LG7	3208499	7	1.328	4.759
LG7	3244618	7	1.328	4.973
LG7	3244658	7	1.328	4.973
LG7	3274746	7	1.328	4.973
LG7	3301740	7	1.328	5.079
LG7	3303675	7	1.328	5.079
LG7	3303881	7	1.328	5.079
LG7	3313787	7	1.328	5.400
LG7	3324146	7	1.328	5.507
LG7	3339876	7	1.328	5.614
LG7	3345266	7	1.328	5.614
LG7	3347862	7	1.328	5.720
LG7	3405445	7	1.328	5.720
LG7	3457546	7	1.328	5.827
LG7	3457590	7	1.328	5.934
LG7	3534903	7	1.328	5.934
LG7	3605413	7	1.328	5.934
LG7	3619974	7	1.328	6.147
LG7	3626914	7	1.328	6.147
LG7	3643961	7	1.328	6.361
LG7	3652587	7	1.328	6.468
LG7	3681570	7	1.328	6.468
LG7	3699726	7	1.328	6.468
LG7	3750968	7	1.328	6.468
LG7	3750987	7	1.328	6.468
LG7	3751001	7	1.328	6.468
LG7	3751064	7	1.328	6.575
LG7	3751065	7	1.328	6.575
LG7	3754432	7	1.328	6.788
LG7	3768679	7	1.328	6.895
LG7	3839377	7	1.328	7.002
LG7	3857216	7	1.328	7.108
LG7	3866281	7	1.328	7.108
LG7	3868783	7	1.328	7.108
LG7	3876677	7	1.328	7.322
LG7	3876691	7	1.328	7.322
LG7	3897135	7	1.328	7.429
LG7	3897136	7	1.328	7.429
LG7	3897137	7	1.328	7.536
LG7	3904774	7	1.328	7.536
LG7	3907468	7	1.328	7.536
LG7	3907483	7	1.328	7.536
LG7	3912275	7	1.328	7.856
LG7	3916110	7	1.328	8.500
LG7	3916114	7	1.328	8.500
LG7	3932573	7	1.328	8.500
LG7	4038768	7	1.328	8.821
LG7	4126635	7	1.328	9.035
LG7	4132605	7	1.328	9.035
LG7	4167265	7	1.328	9.141
LG7	4245088	7	1.328	9.570
LG7	4249198	7	1.328	9.570
LG7	4251343	7	1.328	9.570
LG7	4275001	7	1.328	9.570
LG7	4275043	7	1.328	9.570
LG7	4279480	7	1.328	9.570
LG7	4279517	7	1.328	9.570
LG7	4283831	7	1.328	9.676
LG7	4303528	7	1.328	9.676
LG7	4317724	7	1.328	9.676
LG7	4333439	7	1.328	9.890
LG7	4333445	7	1.328	9.890
LG7	4346567	7	1.328	9.890
LG7	4353239	7	1.328	9.890
LG7	4358868	7	1.328	10.318
LG7	4376332	7	1.435	10.425
LG7	4410972	7	1.435	10.532
LG7	4412100	7	1.542	10.639
LG7	4419538	7	1.648	10.852
LG7	4459453	7	1.648	10.852
LG7	4460948	7	1.648	10.852
LG7	4460965	7	1.648	10.852
LG7	4474673	7	1.648	10.959
LG7	4499371	7	1.648	10.959
LG7	4499424	7	1.755	10.959
LG7	4560500	7	1.755	11.387
LG7	4564893	7	1.755	11.494
LG7	4569363	7	1.862	11.708
LG7	4648490	7	1.862	11.921
LG7	4675658	7	1.862	11.921
LG7	4788479	7	1.862	12.457
LG7	4828628	7	1.862	12.457
LG7	4828661	7	1.862	12.457
LG7	4828713	7	1.862	12.564
LG7	4828716	7	1.862	12.564
LG7	4862573	7	1.862	13.100
LG7	4862588	7	1.862	13.100
LG7	4869824	7	1.862	13.313
LG7	4910056	7	1.969	13.742
LG7	4974687	7	1.969	14.819
LG7	5012980	7	1.969	14.819
LG7	5069899	7	1.969	14.819
LG7	5114553	7	1.969	15.033
LG7	5126498	7	1.969	15.140
LG7	5187595	7	1.969	15.246
LG7	5210094	7	1.969	15.460
LG7	5210114	7	1.969	15.460
LG7	5243480	7	1.969	16.104
LG7	5243971	7	1.969	16.104
LG7	5251900	7	1.969	16.104
LG7	5251901	7	1.969	16.104
LG7	5261952	7	2.075	16.104
LG7	5261959	7	2.075	16.104
LG7	5261962	7	2.075	16.104
LG7	5271857	7	2.075	16.104
LG7	5291694	7	2.075	16.318
LG7	5294327	7	2.075	16.638
LG7	5343068	7	2.075	16.852
LG7	5363218	7	2.075	17.496
LG7	5403985	7	2.075	17.817
LG7	5451871	7	2.182	18.245
LG7	5462403	7	2.182	18.352
LG7	5466116	7	2.182	18.459
LG7	5466138	7	2.182	18.459
LG7	5466156	7	2.182	18.459
LG7	5476950	7	2.182	18.459
LG7	5484478	7	2.182	18.672
LG7	5615172	7	2.396	19.208
LG7	5623054	7	2.609	19.422
LG7	5660926	7	2.609	19.422
LG7	5660931	7	2.609	19.422
LG7	5672572	7	2.609	19.422
LG7	5673130	7	2.609	19.422
LG7	5750817	7	2.823	20.499
LG7	5763058	7	2.823	20.606
LG7	5763066	7	2.823	20.606
LG7	5763069	7	2.823	20.606
LG7	5763081	7	2.823	20.713
LG7	5764325	7	2.823	20.713
LG7	5773579	7	2.823	20.820
LG7	5774267	7	3.037	20.820
LG7	5775702	7	3.037	20.926
LG7	5790315	7	3.037	20.926
LG7	5790318	7	3.037	20.926
LG7	5790474	7	3.037	20.926
LG7	5832332	7	3.037	21.355
LG7	5867894	7	3.037	21.568
LG7	5932364	7	3.037	21.782
LG7	5948610	7	3.037	22.103
LG7	5948643	7	3.037	22.103
LG7	5955260	7	3.037	22.210
LG7	5962955	7	3.037	22.316
LG7	5985689	7	3.037	22.423
LG7	6006447	7	3.250	22.744
LG7	6011518	7	3.250	23.065
LG7	6021101	7	3.250	23.493
LG7	6060796	7	3.357	24.571
LG7	6095659	7	3.464	24.677
LG7	6206147	7	3.464	24.891
LG7	6241112	7	3.464	24.998
LG7	6241140	7	3.464	24.998
LG7	6334289	7	3.571	25.319
LG7	6384820	7	3.571	25.747
LG7	6415656	7	3.571	26.283
LG7	6451097	7	3.571	26.389
LG7	6464969	7	3.571	26.496
LG7	6492737	7	3.571	26.496
LG7	6502259	7	3.571	26.496
LG7	6502286	7	3.571	26.496
LG7	6517992	7	3.677	26.924
LG7	6519179	7	3.677	26.924
LG7	6519197	7	3.677	26.924
LG7	6519220	7	3.677	26.924
LG7	6546766	7	3.677	27.031
LG7	6548258	7	3.677	27.031
LG7	6548261	7	3.891	27.245
LG7	6586387	7	3.891	27.245
LG7	6625934	7	3.891	27.997
LG7	6685247	7	4.212	28.533
LG7	6690027	7	4.212	28.533
LG7	6690061	7	4.212	28.639
LG7	6690067	7	4.212	28.639
LG7	6690070	7	4.212	28.639
LG7	6722557	7	4.212	28.746
LG7	6722565	7	4.212	28.746
LG7	6722577	7	4.212	28.853
LG7	6727491	7	4.212	28.960
LG7	6727497	7	4.212	28.960
LG7	6794131	7	4.319	29.066
LG7	6795854	7	4.319	29.173
LG7	6798192	7	4.425	29.173
LG7	6835511	7	4.532	29.280
LG7	6835522	7	4.532	29.280
LG7	6835872	7	4.532	29.493
LG7	6852744	7	4.532	29.493
LG7	6854681	7	4.532	29.814
LG7	6854725	7	4.532	29.921
LG7	6948319	7	4.639	30.242
LG7	6966296	7	4.639	30.242
LG7	6966353	7	4.639	30.242
LG7	6974780	7	4.639	30.242
LG7	6989450	7	4.639	30.455
LG7	6994131	7	4.639	30.562
LG7	7029270	7	4.639	30.562
LG7	7061272	7	4.639	30.562
LG7	7067341	7	4.746	30.776
LG7	7140702	7	4.852	31.420
LG7	7140737	7	4.852	31.420
LG7	7181735	7	4.852	31.526
LG7	7261867	7	4.852	31.740
LG7	7273804	7	4.852	31.847
LG7	7300803	7	4.852	31.847
LG7	7358838	7	4.852	31.954
LG7	7397406	7	4.959	31.954
LG7	7397407	7	4.959	31.954
LG7	7469398	7	4.959	32.060
LG7	7469417	7	4.959	32.167
LG7	7473121	7	5.066	32.703
LG7	7601341	7	5.172	33.024
LG7	7614562	7	5.172	33.237
LG7	7614569	7	5.172	33.451
LG7	7663300	7	5.172	33.451
LG7	7685057	7	5.172	33.558
LG7	7685063	7	5.172	33.558
LG7	7687732	7	5.172	33.665
LG7	7687757	7	5.172	33.665
LG7	7703237	7	5.172	33.665
LG7	7703279	7	5.172	33.771
LG7	7721408	7	5.172	33.771
LG7	7745913	7	5.172	33.771
LG7	7745926	7	5.172	33.771
LG7	7762337	7	5.172	33.878
LG7	7774046	7	5.279	33.985
LG7	7819297	7	5.279	34.198
LG7	7821751	7	5.386	34.198
LG7	7834633	7	5.386	34.198
LG7	7834657	7	5.386	34.198
LG7	7835816	7	5.386	34.198
LG7	7868772	7	5.386	34.734
LG7	7910604	7	5.386	34.734
LG7	7910607	7	5.386	34.734
LG7	7935812	7	5.386	34.734
LG7	7941975	7	5.386	34.734
LG7	7944091	7	5.493	34.948
LG7	7958180	7	5.599	35.269
LG7	7962735	7	5.599	35.269
LG7	8009721	7	5.706	35.483
LG7	8033835	7	5.706	35.483
LG7	8050956	7	5.813	35.483
LG7	8077631	7	5.919	35.483
LG7	8101422	7	6.240	35.696
LG7	8127974	7	6.240	36.124
LG7	8263856	7	6.240	36.124
LG7	8286266	7	6.240	36.231
LG7	8315575	7	6.240	36.552
LG7	8323772	7	6.240	37.304
LG7	8435844	7	6.347	37.304
LG7	8548687	7	6.347	37.518
